"","Saccotheciaceae","Eremomycetaceae","Mycosphaerellaceae","Teratosphaeriaceae","Fungi_Ascomycota_Dothideomycetes_other_other","Didymellaceae","Leptosphaeriaceae","Phaeosphaeriaceae","Pleosporaceae","Sympoventuriaceae","Cyphellophoraceae","Herpotrichiellaceae","Aspergillaceae","Thermoascaceae","Trichocomaceae","Ajellomycetaceae","Arthrodermataceae","Onygenaceae","Fungi_Ascomycota_Eurotiomycetes_Onygenales_other","Helotiaceae","Fungi_Ascomycota_Leotiomycetes_Helotiales_other","Sclerotiniaceae","Orbiliaceae","Fungi_Ascomycota_other_other_other","Pneumocystidaceae","Ascoideaceae","Debaryomycetaceae","Dipodascaceae","Metschnikowiaceae","Fungi_Ascomycota_Saccharomycetes_Saccharomycetales_other","Phaffomycetaceae","Pichiaceae","Saccharomycetaceae","Trichomonascaceae","Schizosaccharomycetaceae","Glomerellaceae","Plectosphaerellaceae","Clavicipitaceae","Cordycipitaceae","Hypocreaceae","Nectriaceae","Ophiocordycipitaceae","Pyriculariaceae","Microascaceae","Ophiostomataceae","Chaetomiaceae","Sordariaceae","Togniniaceae","Sporocadaceae","Xylonaceae","Agaricaceae","Psathyrellaceae","Schizophyllaceae","Coniophoraceae","Serpulaceae","Punctulariaceae","Gloeophyllaceae","Polyporaceae","Bondarzewiaceae","Stereaceae","Fungi_Basidiomycota_Exobasidiomycetes_Entylomatales_other","Tilletiariaceae","Fungi_Basidiomycota_Exobasidiomycetes_Microstromatales_other","Malasseziaceae","Sporidiobolaceae","Pucciniaceae","Cryptococcaceae","Cuniculitremaceae","Tremellaceae","Trichosporonaceae","Ustilaginaceae","Wallemiaceae","Nosematidae","Fungi_Microsporidia_other_other_other","Unikaryonidae","Glomeraceae","Phycomycetaceae","Rhizopodaceae"
"13722.58cfa830e4b0c9d6adf6bdf8",0,0,0,1,0,0,2,15,2,0,0,1,6,0,1060,0,0,0,0,0,0,1,0,1,0,0,202,11,50,4,38,25,239280,25,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3544,1,0,0,0,0,0,19,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bf0a",0,0,0,1,0,0,3,7,2,0,0,2,8,0,494,0,1,0,0,0,0,1,0,0,0,0,100,3,20,2,18,9,114820,12,0,0,0,0,0,0,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6192,1,0,3,0,0,0,15,0,0,0,0,1,0,0
"13722.58cfa830e4b0c9d6adf6bf06",0,0,0,2,0,0,1,14,4,0,0,1,3,0,1030,0,0,0,0,0,0,3,0,1,0,0,213,8,38,2,35,21,234162,28,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7444,3,1,1,0,0,0,16,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6c196",0,0,0,1,0,0,1,6,0,0,0,4,31,0,361,0,0,0,0,0,0,0,0,1,0,0,79,4,18,1,19,8,83653,10,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076,0,0,1,0,0,0,24,0,0,0,0,1,0,0
"13722.58cfa831e4b0c9d6adf6c56f",0,0,0,2,0,0,2,12,2,0,0,1,3,0,794,0,0,0,0,0,0,0,0,1,0,0,162,5,31,2,24,18,178803,20,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,1,0,0,0,0,0,12,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c4a8",0,0,0,2,0,0,2,13,0,0,0,2,7,0,933,0,0,0,1,0,0,0,0,1,0,0,179,13,40,4,34,21,210160,22,0,0,0,0,0,0,11,0,1,1,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4603,1,1,4,0,0,0,18,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c416",0,0,0,1,0,0,3,16,5,0,0,2,11,0,1126,1,0,0,0,0,0,2,0,1,0,0,221,6,45,3,59,24,252992,29,0,0,0,0,0,0,9,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7493,1,1,1,0,0,0,26,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c7f4",0,0,0,0,0,0,1,4,0,0,0,0,4,0,247,0,0,0,0,0,0,0,0,0,0,0,51,0,10,0,14,6,56886,7,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6cc42",0,0,0,1,0,0,1,6,0,0,0,0,46,0,408,0,0,0,0,0,0,0,0,0,0,0,88,1,16,1,20,11,92003,12,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3453,1,0,3,0,0,0,19,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c824",0,0,0,0,0,0,2,3,2,0,0,0,5,0,233,0,0,0,0,0,0,0,0,1,0,0,51,1,8,0,17,4,57254,6,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c80b",0,0,1,2,0,0,2,15,5,0,0,6,197,1,1011,2,1,0,3,0,0,2,1,1,0,0,208,8,39,3,36,22,225455,24,0,2,0,0,0,1,62,0,2,0,0,1,5,0,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,7367,1,3,2,0,1,0,19,0,0,0,0,0,1,0
"13722.58cfa830e4b0c9d6adf6ba60",0,0,1,1,0,0,3,15,4,0,0,1,10,0,1057,1,0,0,2,0,0,1,0,1,0,1,210,8,39,3,47,22,241293,27,1,0,0,0,0,0,12,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10221,2,2,4,0,0,0,39,0,0,0,0,1,1,0
"13722.58cfa830e4b0c9d6adf6bb7b",0,0,0,0,0,0,1,0,6,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6114,0,1,0,0,0,0,11,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bcb7",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5142,0,2,2,0,0,0,27,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bee0",0,0,1,0,0,0,1,0,13,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8616,0,1,3,1,0,0,35,0,0,0,0,0,1,0
"13722.58cfa830e4b0c9d6adf6bf04",0,0,0,0,0,0,0,0,4,0,0,0,106,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6902,0,0,3,0,0,0,32,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bf0c",0,1,2,0,0,0,1,0,0,0,0,0,19,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6324,0,4,1,0,0,0,31,0,0,0,0,0,1,0
"13722.58cfa830e4b0c9d6adf6c052",0,0,0,1,0,0,2,10,0,0,0,1,4,0,659,1,0,0,0,0,0,2,0,1,0,0,131,3,34,2,26,18,150941,16,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10298,1,0,3,0,0,0,22,0,0,0,0,0,1,0
"13722.58cfa831e4b0c9d6adf6c436",0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9865,0,0,1,0,0,0,25,4,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c44c",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,0,0,1,0,0,0,29,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c490",0,0,1,1,0,0,1,13,0,0,0,1,5,0,935,0,0,0,0,0,0,1,0,1,0,0,178,6,43,3,33,23,210294,25,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3685,1,0,2,0,0,0,23,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c712",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2123,0,0,1,0,0,0,29,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c78c",0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12051,0,0,1,0,0,0,32,0,0,0,0,1,0,0
"13722.58cfa82fe4b0c9d6adf6ba26",0,0,0,1,0,0,0,6,2,0,0,1,4,0,477,0,0,0,0,0,0,0,0,1,0,0,92,4,20,2,24,12,103763,12,0,0,0,0,0,3,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5234,1,0,0,0,0,0,28,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bb82",0,0,1,1,0,0,1,17,4,0,0,3,8,0,1155,1,0,1,2,1,0,2,0,1,0,0,233,11,49,4,41,25,256409,30,2,1,0,0,0,0,13,0,2,0,0,0,2,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,14499,2,2,4,0,1,0,31,0,0,0,0,1,1,0
"13722.58cfa830e4b0c9d6adf6c046",1,0,1,3,0,0,5,22,0,0,0,6,35,0,1543,1,0,0,1,0,0,2,1,2,0,0,292,12,63,5,53,35,344210,41,2,1,0,0,0,1,122,0,4,0,0,1,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,12258,2,2,2,0,0,0,30,0,0,0,0,2,0,0
"13722.58cfa831e4b0c9d6adf6c430",0,0,0,1,0,0,0,11,0,0,0,2,4,0,803,0,0,1,0,0,0,0,0,1,0,0,148,2,30,2,33,16,176547,19,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4909,1,0,2,0,0,0,28,0,0,0,0,0,0,0
